sno,district,mandal,village,lat_gis,long_gis,RL_GIS,season,pH,E.C,TDS,CO3,HCO3,Cl,F,NO3 ,SO4,Na,K,Ca,Mg,T.H,SAR,Classification,RSC  meq  / L,Classification.1
19,MEDCHAL,Medchal,Medchal,78.49,17.62,561,Post-monsoon 2021,7.34,990,634,0,380,60,2.08,1,68,47,1,80,58,440,0.98,C3S1,-1.20,P.S.
20,MEDCHAL,Medchal,Pudur,78.53,17.62,560,Post-monsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,MEDCHAL,Qutubullapur,Gajularamaram 1,78.42,17.53,567,Post-monsoon 2021,6.97,1299,831,0,410,80,0.83,5,115,109,0.8,112,34,420,2.30,C3S1,-0.20,P.S.
22,MEDCHAL,Qutubullapur,Gajularamaram 2,78.42,17.53,567,Post-monsoon 2021,7.15,1014,649,0,250,90,1.13,29,104,99,1,88,19,300,2.49,C3S1,-1.00,P.S.
23,MEDCHAL,Qutubullapur,Jeedimetla,78.47,17.52,549,Post-monsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,MEDCHAL,Qutubullapur,Qutubullapur 1,78.46,17.50,546,Post-monsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,MEDCHAL,Qutubullapur,Qutubullapur 2,78.46,17.50,542,Post-monsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,MEDCHAL,Qutubullapur,Shapurnagar,78.44,17.54,578,Post-monsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,MEDCHAL,shahmirpet,Jagamguda,78.63,17.62,537,Post-monsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,MEDCHAL,shahmirpet,Pothaipally,78.54,17.55,587,Post-monsoon 2021,7.02,1899,1215,0,190,290,1.22,265,175,120,14,200,53,720,1.95,C3S1,-10.60,P.S.
29,MEDCHAL,shahmirpet,Shahmirpet,78.57,17.58,550,Post-monsoon 2021,7.74,1100,704,0,170,260,0.96,0,17,212,4,16,15,100,9.23,C3S2,1.40,MR
30,MEDCHAL,shahmirpet,Turkapally,78.59,17.67,567,Post-monsoon 2021,7.03,1395,893,0,340,180,1.85,21,77,64,3,136,53,560,1.17,C3S1,-4.40,P.S.
31,MEDCHAL,Uppal,Uppal,78.58,17.41,480,Post-monsoon 2021,7.52,1056,676,0,420,10,1.20,23,76,89,4,112,15,340,2.09,C3S1,1.60,MR
32,MEDCHAL,MEDIPALLY,MEDIPALLY,78.61,17.42,,Post-monsoon 2021,7.07,1003,642,0,180,100,1.24,66,126,106,2,80,19,280,2.76,C3S1,-2.00,P.S.
1,MULUGU,Eturu Nagaram,Eturu Nagaram (D),80.44,18.36,,Post-monsoon 2021,7.39,322,206,0,90,50,0.12,9.9,7,35,1,16,15,100,1.52,C2S1,-0.20,P.S.
2,MULUGU,Eturu Nagaram,Eturu Nagaram (S),80.42,18.34,72,Post-monsoon 2021,7.40,311,199,0,70,50,0.11,9.3,9,26,2,16,15,100,1.13,C2S1,-0.60,P.S.
3,MULUGU,Govindaraopet,Pasra,80.17,18.21,128,Post-monsoon 2021,8.31,710,454,20,210,70,0.67,5.4,21,44,3,40,39,260,1.19,C2S1,-0.60,P.S.
4,MULUGU,Govindaraopet,Project Nagar,80.19,18.26,128,Post-monsoon 2021,8.27,2848,1823,0,510,530,0.52,65.6,132,451,125,32,58,320,10.96,C4S3,3.80,U.S.
5,MULUGU,Kannaigudem,Kannaigudem,80.35,18.53,85,Post-monsoon 2021,8.01,1023,655,0,300,110,0.46,14.5,58,41,3,40,83,440,0.85,C3S1,-2.80,P.S.
6,MULUGU,Mangapet,Kamalapuram,80.47,18.27,87,Post-monsoon 2021,7.10,134,86,0,30,20,0.1,0.4,11,4,1,8,10,60,0.22,C1S1,-0.60,P.S.
7,MULUGU,Mangapet,Mallur,80.56,18.22,70,Post-monsoon 2021,8.28,995,637,0,260,90,0.18,57.4,31,65,4,48,49,320,1.58,C3S1,-1.20,P.S.
8,MULUGU,Mangapet,Rajupet,80.63,18.15,62,Post-monsoon 2021,8.09,1622,1038,0,350,250,0.43,113.3,27,156,8,80,68,480,3.10,C3S1,-2.60,P.S.
9,MULUGU,Mulugu,Jakkaram(D),79.91,18.18,,Post-monsoon 2021,8.32,590,378,20,200,20,0.24,23.2,3,14,3,16,49,240,0.39,C2S1,-0.40,P.S.
10,MULUGU,Mulugu,Jakkaram(S),79.89,18.17,242,Post-monsoon 2021,8.26,628,402,0,260,20,0.25,23.4,13,30,2,32,44,260,0.81,C2S1,0.00,P.S.
11,MULUGU,Mulugu,Kasimdevpet,80.00,18.17,207,Post-monsoon 2021,8.32,593,380,20,160,20,0.38,23.4,45,23,4,24,39,220,0.67,C2S1,-0.80,P.S.
12,MULUGU,Mulugu,Mulugu,79.94,18.19,222,Post-monsoon 2021,8.33,1356,868,30,300,200,0.94,25.4,20,165,8,40,49,300,4.14,C3S1,0.60,P.S.
13,MULUGU,Tadvai,Beerelli,80.35,18.03,311,Post-monsoon 2021,8.27,967,619,0,290,110,0.39,9.5,36,96,4,32,49,280,2.49,C3S1,0.20,P.S.
14,MULUGU,Tadvai,Gangaram,80.37,18.18,162,Post-monsoon 2021,7.21,954,611,0,280,80,0.45,99.2,9,102,3,32,44,260,2.75,C3S1,0.40,P.S.
15,MULUGU,Tadvai,Lavvala,80.26,18.17,232,Post-monsoon 2021,8.32,421,269,20,130,30,0.19,0.8,15,57,5,16,10,80,2.77,C2S1,1.40,MR
16,MULUGU,Tadvai,Medaram,80.25,18.31,126,Post-monsoon 2021,8.31,752,481,20,220,70,0.16,12.5,16,58,1,24,44,240,1.63,C3S1,0.00,P.S.
17,MULUGU,Tadvai,Tadvai,80.31,18.24,192,Post-monsoon 2021,8.0,793,508,0,270,60,1.25,0.4,12,96,4,24,24,160,3.30,C3S1,2.20,MR
18,MULUGU,Vankatapur,Laxmidevipet,79.96,18.29,184,Post-monsoon 2021,8.34,5838,3736,30,550,1320,0.68,65.6,164,689,214,64,180,900,9.99,Out of SAR diagram,-6.39,P.S.
19,MULUGU,Venkatapuram,Alubaka ***,80.67,18.21,,Post-monsoon 2021,7.97,123,79,0,40,20,0.15,0.4,16,11,2,16,5,60,0.62,C1S1,-0.40,P.S.
20,MULUGU,Venkatapuram,Edira ***,80.73,18.14,,Post-monsoon 2021,7.84,882,564,0,160,90,0.38,27.6,22,24,2,32,49,280,0.62,C3S1,-2.40,P.S.
21,MULUGU,Venkatapuram,Marikal,80.50,18.32,71,Post-monsoon 2021,7.92,734,470,0,190,80,0.24,51.5,16,49,1,16,53,260,1.32,C2S1,-1.40,P.S.
22,MULUGU,Venkatapuram,Nuguru ***,80.55,18.34,,Post-monsoon 2021,8.24,367,235,0,140,30,0.41,2.6,8,14,4,24,24,160,0.48,C2S1,-0.40,P.S.
23,MULUGU,Wazeedu,Jagannadhapuram ***,80.51,18.43,,Post-monsoon 2021,7.09,292,187,0,80,40,0.18,0.8,9,30,2,16,10,80,1.46,C2S1,0.00,P.S.
24,MULUGU,Wazeedu,Peddagollagudem ***,80.47,18.47,,Post-monsoon 2021,7.73,382,244,0,50,70,0.03,18.9,9,24,2,16,19,120,0.95,C2S1,-1.40,P.S.
25,MULUGU,Wazeedu,Perur ***,80.39,18.53,,Post-monsoon 2021,8.23,616,394,0,140,60,0.1,72.1,21,38,5,32,34,220,1.11,C2S1,-1.60,P.S.
26,MULUGU,Wazeedu,Tekulagudem ***,80.41,18.57,,Post-monsoon 2021,7.97,855,547,0,240,100,0.34,0.6,20,56,4,24,53,280,1.46,C3S1,-0.80,P.S.
1,NAGARKURNOOL,Achampet,Achampet,78.65,16.40,466,Post-monsoon 2021,7.68,1744,1116,0,340,180,0.99,226,138,69,11,112,117,760,1.09,C3S1,-8.40,P.S.
2,NAGARKURNOOL,Amarabad,Domalapenta,78.88,16.21,689,Post-monsoon 2021,6.83,1371,877,0,220,190,0.26,51,143,99,57,96,39,400,2.15,C3S1,-3.60,P.S.
3,NAGARKURNOOL,Amarabad,Madhavanipally,78.86,16.41,609,Post-monsoon 2021,7.38,2094,1340,0,370,330,0.62,52,199,218,14,144,58,600,3.87,C3S1,-4.60,P.S.
4,NAGARKURNOOL,Amarabad,Mannanoor,78.76,16.37,617,Post-monsoon 2021,7.92,1555,995,0,310,240,0.85,50,97,150,7.6,64,73,460,3.04,C3S1,-3.00,P.S.
5,NAGARKURNOOL,Amarabad,Vatverlapallly,78.78,16.23,693,Post-monsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,NAGARKURNOOL,Balmur,Balmur,78.57,16.33,455,Post-monsoon 2021,8.15,1534,982,0,180,320,0.72,51,87,71,11,136,63,600,1.25,C3S1,-8.40,P.S.
7,NAGARKURNOOL,Balmur,Banala,78.64,16.32,475,Post-monsoon 2021,8.06,1899,1215,0,190,250,0.49,312,167,93,11,88,131,760,1.46,C3S1,-11.40,P.S.
8,NAGARKURNOOL,Balmur,Gattuthummena  ,78.55,16.40,444,Post-monsoon 2021,7.92,1486,951,0,270,200,0.84,52,126,72,15,112,68,560,1.33,C3S1,-5.80,P.S.
9,NAGARKURNOOL,Bijinepalli,Bijinepalli,78.20,16.54,482,Post-monsoon 2021,7.80,1752,1121,0,190,300,0.72,181,104,58,11,144,92,740,0.93,C3S1,-11.00,P.S.
10,NAGARKURNOOL,Charakonda,Charakonda,78.71,16.70,,Post-monsoon 2021,8.02,5670,3629,0,850,940,2.14,344,330,981,127,64,92,540,18.36,O.G,6.20,U.S.
11,NAGARKURNOOL,Kalwakuthy,GUNDUR,78.46,16.58,,Post-monsoon 2021,8.15,742,475,0,150,80,0.43,50,72,40,11,88,15,280,1.04,C2S1,-2.60,P.S.
12,NAGARKURNOOL,Kalwakuthy,Kalwakuthy,78.49,16.67,495,Post-monsoon 2021,8.07,2072,1326,0,310,380,1.02,52,153,63,11,24,204,900,0.91,C3S1,-11.79,P.S.
13,NAGARKURNOOL,Kalwakuthy,Lingasanipally,78.47,16.55,429,Post-monsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,NAGARKURNOOL,Kalwakuthy,Marchala,78.45,16.69,479,Post-monsoon 2021,7.63,2218,1420,0,410,220,1.66,253,165,189,110,152,44,560,3.47,C3S1,-3.00,P.S.
15,NAGARKURNOOL,Kodair,Kodair,78.27,16.27,375,Post-monsoon 2021,8.43,1920,1229,20,210,390,0.52,13,166,130,115,88,78,540,2.43,C3S1,-6.20,P.S.
16,NAGARKURNOOL,Kodair,Thurkadinne,78.22,16.29,403,Post-monsoon 2021,8.70,969,620,20,270,70,0.42,26,108,86,19,80,29,320,2.09,C3S1,-0.60,P.S.
17,NAGARKURNOOL,Kollapur,Kollapur,78.31,16.11,297,Post-monsoon 2021,8.54,1907,1220,20,300,360,0.83,4,156,240,105,24,68,340,5.66,C3S1,-0.40,P.S.
18,NAGARKURNOOL,Kollapur,Molachintalapally,78.42,16.14,278,Post-monsoon 2021,8.29,1220,781,0,240,190,1.02,11,101,100,10,104,34,400,2.17,C3S1,-3.20,P.S.
19,NAGARKURNOOL,Lingal,Ambatipally,78.45,16.28,380,Post-monsoon 2021,8.54,1867,1195,20,130,450,0.48,2,137,208,6,64,78,480,4.13,C3S1,-6.60,P.S.
20,NAGARKURNOOL,Lingal,Lingal,78.52,16.27,427,Post-monsoon 2021,8.39,958,613,10,250,90,2.02,39,52,115,7,48,24,220,3.37,C3S1,0.80,P.S.
21,NAGARKURNOOL,Nagarkurnool,Manthati,78.35,16.44,474,Post-monsoon 2021,7.82,1304,835,0,320,170,0.24,45,47,45,11,200,10,540,0.84,C3S1,-4.40,P.S.
22,NAGARKURNOOL,Nagarkurnool,Nagarkurnool,78.30,16.49,452,Post-monsoon 2021,7.69,1202,769,0,360,120,1.47,42,61,44,12,104,63,520,0.84,C3S1,-3.20,P.S.
23,NAGARKURNOOL,Padra,Padra,78.88,16.43,,Post-monsoon 2021,8.29,660,422,0,130,70,0.32,8,104,57,36,24,29,180,1.85,C2S1,-1.00,P.S.
24,NAGARKURNOOL,Peddakothapally,Maredumandinne,78.41,16.22,,Post-monsoon 2021,8.40,1847,1182,10,490,170,1.29,50,146,207,99,136,5,360,4.74,C3S1,2.80,U.S.
25,NAGARKURNOOL,Pentlavelle,Pentlavelle,78.26,16.08,,Post-monsoon 2021,8.12,2637,1688,0,260,560,0.59,147,194,316,5,64,126,680,5.27,C4S2,-8.40,P.S.
26,NAGARKURNOOL,Tadoor,Tadoor,78.36,16.51,443,Post-monsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NAGARKURNOOL,Tadoor,Vengampally,78.40,16.54,441,Post-monsoon 2021,8.46,1876,1201,20,490,230,1.30,19,81,285,5.1,16,68,320,6.93,C3S2,3.80,U.S.
28,NAGARKURNOOL,Telkapally,Karvanga,78.41,16.48,429,Post-monsoon 2021,8.28,2626,1681,0,300,460,1.07,286,120,316,35,64,102,580,5.71,C4S1,-5.60,P.S.
29,NAGARKURNOOL,Telkapally,Telkapally,78.44,16.44,441,Post-monsoon 2021,7.79,2490,1594,0,300,450,0.50,174,194,402,25,80,44,380,8.97,C4S1,-1.60,P.S.
30,NAGARKURNOOL,Thimmajipet,Gummakonda,78.19,16.62,516,Post-monsoon 2021,7.68,1526,977,0,330,230,0.70,47,88,106,3,136,53,560,1.94,C3S1,-4.60,P.S.
31,NAGARKURNOOL,Uppununuthala,Laxmapur,78.53,16.48,419,Post-monsoon 2021,8.36,2602,1665,10,540,310,0.40,206,166,300,207,88,49,420,6.37,C4S2,2.60,U.S.
32,NAGARKURNOOL,Uppununuthala,Uppununthala,78.59,16.45,430,Post-monsoon 2021,7.69,2020,1293,0,260,400,0.42,89,127,87,4,152,112,840,1.31,C3S1,-11.60,P.S.
33,NAGARKURNOOL,Urkonda,Urkonda,78.41,16.73,,Post-monsoon 2021,7.76,1645,1053,0,360,200,1.86,51,143,129,9,152,39,540,2.41,C3S1,-3.60,P.S.
34,NAGARKURNOOL,Vangoor,Vangoor,78.62,16.61,421,Post-monsoon 2021,8.12,292,187,0,100,10,0.20,50,34,10,9,32,19,160,0.34,C2S1,-1.20,P.S.
35,NAGARKURNOOL,Veldanda,Veldanda,78.52,16.73,543,Post-monsoon 2021,7.49,723,463,0,210,50,0.59,40,57,36,0,96,15,300,0.90,C2S1,-1.80,P.S.
1,NALGONDA,Advidevulapally,Ulsaipalem,79.50,16.71,108,Post-monsoon 2021,7.08,1105,707,0,320,110,1.45,18,110,90,1,96,44,420,1.91,C3S1,-2.00,P.S.
2,NALGONDA,Anumula,Anumula,79.29,16.80,138,Post-monsoon 2021,7.50,1620,1037,0,460,70,1.56,180,165,252,3,56,44,320,6.13,C3S1,2.80,U.S.
3,NALGONDA,Anumula,Chintagudem,79.29,16.83,143,Post-monsoon 2021,7.43,985,630,0,270,90,0.94,45,70,89,3.8,80,29,320,2.17,C3S1,-1.00,P.S.
4,NALGONDA,Anumula,Pulimamidi,79.27,16.88,160,Post-monsoon 2021,7.46,1022,654,0,310,50,1.78,75,145,109,1,48,58,360,2.50,C3S1,-1.00,P.S.
5,NALGONDA,Anumula,Rajavaram,79.41,16.68,153,Post-monsoon 2021,7.26,1166,746,0,170,150,0.51,14,175,112,0.3,112,15,340,2.64,C3S1,-3.40,P.S.
6,NALGONDA,Anumula,Sreerampur,79.30,16.73,143,Post-monsoon 2021,7.39,1155,739,0,310,90,0.58,23,180,104,2,96,44,420,2.21,C3S1,-2.20,P.S.
7,NALGONDA,Bommakal,Bommakal,0.00,0.00,,Post-monsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,NALGONDA,Chandampet,Buddoni thanda,78.96,16.55,411,Post-monsoon 2021,7.67,592,379,0,110,40,0.34,2,145,63,3.2,40,19,180,2.04,C2S1,-1.40,P.S.
9,NALGONDA,Chandampet,Chandampet,78.89,16.58,274,Post-monsoon 2021,7.53,759,486,0,290,20,0.89,51,45,50,1,96,15,300,1.26,C3S1,-0.20,P.S.
10,NALGONDA,Chandampet,Kambalapally,79.11,16.45,450,Post-monsoon 2021,7.48,1593,1020,0,220,200,0.52,122,210,168,2,128,34,460,3.41,C3S1,-4.80,P.S.
11,NALGONDA,Chandampet,Thelidevarapally,78.97,16.51,196,Post-monsoon 2021,7.74,662,424,0,110,60,0.44,3,145,69,3,24,34,200,2.12,C2S1,-1.80,P.S.
12,NALGONDA,Chandampet,Yelmalmanda,79.08,16.44,464,Post-monsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,NALGONDA,Chandur,Angadipet,79.02,16.98,251,Post-monsoon 2021,7.77,1574,1007,0,500,130,1.86,39,130,205,1,80,49,400,4.46,C3S1,2.00,MR
14,NALGONDA,Chandur,Bangarigadda,79.01,16.98,260,Post-monsoon 2021,7.79,1211,775,0,470,80,1.88,19,66,242,0.2,32,15,140,8.89,C3S2,6.60,U.S.
15,NALGONDA,Chandur,Chandur,79.06,16.97,248,Post-monsoon 2021,7.34,1663,1064,0,480,100,1.92,50,218,201,2,112,44,460,4.07,C3S1,0.40,P.S.
16,NALGONDA,Chandur,Chandur,79.07,16.99,,Post-monsoon 2021,7.60,1153,738,0,400,30,1.54,121,66,74,1,56,78,460,1.51,C3S1,-1.20,P.S.
17,NALGONDA,Chandur,Donipamula,78.98,16.99,281,Post-monsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,NALGONDA,Chandur,Ghattuppal,78.92,17.06,309,Post-monsoon 2021,7.54,3747,2398,0,490,660,2.26,261,290,481,44,88,156,860,7.14,C4S2,-7.39,P.S.
19,NALGONDA,Chandur,Nermata,78.98,17.00,272,Post-monsoon 2021,8.16,4814,3081,0,960,720,3.84,211,245,934,2,56,88,500,18.17,C4S4,9.20,U.S.
20,NALGONDA,Chandur,Pullemla,0.00,0.00,,Post-monsoon 2021,7.50,1721,1101,0,460,180,1.03,55,166,172,2,88,83,560,3.16,C3S1,-2.00,P.S.
21,NALGONDA,Chandur,Sirdepally,79.06,17.01,236,Post-monsoon 2021,7.61,1341,858,0,410,170,1.62,5,66,135,0.3,64,63,420,2.86,C3S1,-0.20,P.S.
22,NALGONDA,Chinthapally,Kurmed Gate,78.76,16.89,416,Post-monsoon 2021,7.61,1218,780,0,310,70,1.74,213,45,60,2,56,88,500,1.17,C3S1,-3.80,P.S.
23,NALGONDA,Chinthapally,Teeded,78.91,16.79,293,Post-monsoon 2021,7.70,502,321,0,170,20,0.79,43,50,31,0.5,72,10,220,0.91,C2S1,-1.00,P.S.
24,NALGONDA,Chityala,Urumadla,79.09,17.18,276,Post-monsoon 2021,6.87,890,570,0,270,110,0.75,5,65,83,3,56,44,320,2.01,C3S1,-1.00,P.S.
25,NALGONDA,Chityala,Veliminedu,79.02,17.23,314,Post-monsoon 2021,7.55,1392,891,0,170,270,0.67,13,90,115,2,80,53,420,2.44,C3S1,-5.00,P.S.
26,NALGONDA,Devarakonda,Kamalapur,78.86,16.73,310,Post-monsoon 2021,7.40,638,408,0,290,20,0.67,16,10,20,4,96,15,300,0.50,C2S1,-0.20,P.S.
27,NALGONDA,Devarakonda,Konda Bheemanapally,0.00,0.00,,Post-monsoon 2021,7.61,593,380,0,140,60,0.41,15,80,73,3,48,10,160,2.51,C2S1,-0.40,P.S.
28,NALGONDA,Devarakonda,Padamtipally,78.80,16.68,317,Post-monsoon 2021,7.73,688,440,0,150,20,0.69,128,75,19,3,64,39,320,0.45,C2S1,-3.40,P.S.
29,NALGONDA,Devarakonda,Tatikole,78.86,16.63,285,Post-monsoon 2021,7.86,1825,1168,0,480,180,1.75,39,225,322,6,48,44,300,8.08,C3S2,3.60,U.S.
30,NALGONDA,Gundlapally,Dhindi,78.69,16.55,390,Post-monsoon 2021,7.51,595,381,0,160,20,0.61,50,85,18,1,80,19,280,0.47,C2S1,-2.40,P.S.
31,NALGONDA,Gundlapally,Vavikole,78.77,16.68,325,Post-monsoon 2021,9.03,1980,1267,50,800,100,4.16,5,120,484,3,16,10,80,23.54,C3S4,15.40,U.S.
32,NALGONDA,Gurrampode,Gurrampode,79.09,16.85,227,Post-monsoon 2021,7.39,1130,723,0,130,160,0.38,2,195,59,1,168,5,440,1.22,C3S1,-6.20,P.S.
33,NALGONDA,Gurrampode,Koppole,79.15,16.91,202,Post-monsoon 2021,7.91,1352,865,0,340,130,0.49,2,180,153,5,88,39,380,3.41,C3S1,-0.80,P.S.
34,NALGONDA,Gurrampode,Palvai,79.02,16.75,245,Post-monsoon 2021,7.44,1322,846,0,370,110,1.15,115,95,186,3,104,15,320,4.51,C3S1,1.00,P.S.
35,NALGONDA,K.Mallepally,K.Mallepally,78.98,16.73,263,Post-monsoon 2021,7.71,1631,1044,0,410,170,0.58,121,145,176,83,88,49,420,3.72,C3S1,-0.20,P.S.
36,NALGONDA,kanagala,kanagala,79.20,16.94,192,Post-monsoon 2021,7.44,867,555,0,390,30,0.36,1,40,13,1,96,49,440,0.28,C3S1,-1.00,P.S.
37,NALGONDA,Kattangur,Cheruvu Annaram,79.35,17.20,205,Post-monsoon 2021,6.98,2585,1654,0,110,650,0.37,12,205,130,2,296,63,1000,1.79,C4S1,-17.80,P.S.
38,NALGONDA,Kattangur,Kattangur,79.32,17.16,211,Post-monsoon 2021,7.26,2865,1834,0,300,640,1.27,45,180,392,6,152,53,600,6.96,C4S2,-6.00,P.S.
39,NALGONDA,Kattangur,Pamangundla,79.27,17.18,230,Post-monsoon 2021,8.19,1679,1075,0,660,130,3.17,13,55,316,3,32,39,240,8.86,C3S2,8.40,U.S.
40,NALGONDA,Kethepally,Kethepally,79.51,17.15,182,Post-monsoon 2021,7.79,1956,1252,0,350,410,1.08,7,120,241,1.4,120,58,540,4.51,C3S1,-3.80,P.S.
41,NALGONDA,Kompalli,Kompalli,79.36,16.67,210,Post-monsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NALGONDA,Kurmed Gate,Kurmed Gate,0.00,0.00,,Post-monsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NALGONDA,Madugulapally,Kannekal,79.37,16.92,167,Post-monsoon 2021,7.60,1319,844,0,360,130,1.07,105,120,99,11,128,44,500,1.93,C3S1,-2.80,P.S.
44,NALGONDA,Marriguda,Antampet,78.89,17.04,322,Post-monsoon 2021,7.53,451,289,0,110,50,0.59,2,68,49,2,40,10,140,1.81,C2S1,-0.60,P.S.
45,NALGONDA,Marriguda,Khudabhaksh pally,78.83,17.03,386,Post-monsoon 2021,7.45,809,518,0,310,30,2.00,39,54,55,1,80,29,320,1.34,C3S1,-0.20,P.S.
46,NALGONDA,Marriguda,Lenkala pally,78.95,16.99,292,Post-monsoon 2021,7.74,1094,700,0,350,140,0.90,23,150,155,7,128,15,380,3.46,C3S1,-0.60,P.S.
47,NALGONDA,Marriguda,Marriguda,78.86,16.94,347,Post-monsoon 2021,6.71,500,320,0,110,50,0.38,3,74,54,3,32,15,140,1.98,C2S1,-0.60,P.S.
48,NALGONDA,Marriguda,Namapur,78.93,17.03,298,Post-monsoon 2021,7.28,1373,879,0,470,150,1.18,51,68,156,0.1,72,68,460,3.17,C3S1,0.20,P.S.
49,NALGONDA,Marriguda,Sarampet,78.90,16.99,317,Post-monsoon 2021,7.89,454,291,0,100,80,0.34,3,74,51,2,24,29,180,1.65,C2S1,-1.60,P.S.
50,NALGONDA,Marriguda,Shivannagudam,79.02,16.98,251,Post-monsoon 2021,7.14,2463,1576,0,510,300,1.44,311,114,335,46,96,78,560,6.15,C4S2,-1.00,P.S.
51,NALGONDA,Marriguda,Shivannagudam,78.89,17.00,,Post-monsoon 2021,7.18,1503,962,0,530,120,4.58,24,70,261,5,56,24,240,7.34,C3S2,5.80,U.S.
52,NALGONDA,Miryalguda,B.Annaram,79.56,16.78,119,Post-monsoon 2021,7.70,635,406,0,160,70,0.39,3,80,68,2,64,10,200,2.09,C2S1,-0.80,P.S.
53,NALGONDA,Miryalguda,Kothagudem,79.60,16.82,110,Post-monsoon 2021,7.64,701,449,0,200,70,0.53,1,75,64,1,80,10,240,1.80,C2S1,-0.80,P.S.
54,NALGONDA,Munugode,Kistapur,79.02,17.16,267,Post-monsoon 2021,8.00,2272,1454,0,550,230,2.20,121,220,401,2,48,53,340,9.46,C4S3,4.20,U.S.
55,NALGONDA,Munugode,Kompalli,78.99,17.10,269,Post-monsoon 2021,7.80,1147,734,0,150,250,0.23,2,110,219,7,16,24,140,8.03,C3S2,0.20,P.S.
56,NALGONDA,Munugode,Munugode,79.08,17.07,235,Post-monsoon 2021,8.20,2324,1487,0,890,160,2.49,20,150,529,7,32,24,180,17.15,C4S4,14.20,U.S.
57,NALGONDA,Nakrekal,Arlagaddagudam,79.40,17.14,184,Post-monsoon 2021,7.80,1992,1275,0,410,330,0.88,14,190,271,3,112,53,500,5.26,C3S1,-1.80,P.S.
58,NALGONDA,Nakrekal,Nakrekal,79.42,17.16,189,Post-monsoon 2021,7.20,1242,795,0,230,150,0.62,24,125,92,4,152,5,400,2.00,C3S1,-3.40,P.S.
59,NALGONDA,Nakrekal,Palem,79.45,17.23,200,Post-monsoon 2021,7.18,1343,860,0,300,180,0.73,36,150,58,2,136,63,600,1.03,C3S1,-6.00,P.S.
60,NALGONDA,Nakrekal,Vallabhapur,79.48,17.24,190,Post-monsoon 2021,7.37,1499,959,0,150,310,0.66,0.2,115,60,7.9,200,19,580,1.09,C3S1,-8.60,P.S.
61,NALGONDA,Nalgonda,Mushampally,79.32,16.97,187,Post-monsoon 2021,7.74,543,348,0,110,50,0.36,2,105,66,4,32,15,140,2.43,C2S1,-0.60,P.S.
62,NALGONDA,Nalgonda,Nalgonda,79.25,17.04,232,Post-monsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NALGONDA,Nalgonda,Narsingbhatla,79.15,17.02,199,Post-monsoon 2021,8.46,1673,1071,30,580,100,4.74,13,150,357,5,24,19,140,13.11,C3S3,9.40,U.S.
64,NALGONDA,Nalgonda,Panagal,79.31,17.08,206,Post-monsoon 2021,8.11,722,462,0,180,60,1.28,1,120,114,39,24,10,100,4.96,C2S1,1.60,MR
65,NALGONDA,Nalgonda,S L B C G V guda,79.30,17.06,195,Post-monsoon 2021,7.46,958,613,0,190,150,0.46,36,90,58,2,136,15,400,1.26,C3S1,-4.20,P.S.
66,NALGONDA,Nalgonda,Seetarampuram,79.22,17.11,235,Post-monsoon 2021,7.71,570,365,0,110,60,0.52,1,115,69,3,40,15,160,2.37,C2S1,-1.00,P.S.
67,NALGONDA,Nalgonda,Velugupally,79.31,16.99,187,Post-monsoon 2021,7.71,618,396,0,140,60,0.64,6,105,57,1,80,5,220,1.67,C2S1,-1.60,P.S.
68,NALGONDA,Narketpalli,Akkenepally,79.24,17.29,273,Post-monsoon 2021,8.50,2923,1871,20,380,690,2.05,2,320,449,4,64,126,680,7.49,C4S2,-5.60,P.S.
